display_name,cited_by_count,h_index,works_count,country_code,id,works_api_url
Mark Steyvers,20500.0,54.0,236.0,US,https://openalex.org/A5051768325,https://api.openalex.org/works?filter=author.id:A5051768325
Michael Sances,1821.0,17.0,204.0,US,https://openalex.org/A5024523395,https://api.openalex.org/works?filter=author.id:A5024523395
Gi Jin Kim,3544.0,29.0,145.0,KR,https://openalex.org/A5021873236,https://api.openalex.org/works?filter=author.id:A5021873236
Hunter Gehlbach,3777.0,27.0,121.0,US,https://openalex.org/A5074836961,https://api.openalex.org/works?filter=author.id:A5074836961
Jeanyung Chey,1274.0,21.0,101.0,KR,https://openalex.org/A5071010612,https://api.openalex.org/works?filter=author.id:A5071010612
Liyun Zhang,838.0,17.0,92.0,CN,https://openalex.org/A5100601566,https://api.openalex.org/works?filter=author.id:A5100601566
Diane Lending,388.0,13.0,85.0,US,https://openalex.org/A5066505604,https://api.openalex.org/works?filter=author.id:A5066505604
Chantal Levesque‐Bristol,2287.0,23.0,70.0,US,https://openalex.org/A5048190572,https://api.openalex.org/works?filter=author.id:A5048190572
Alexander G. Theodoridis,735.0,12.0,51.0,US,https://openalex.org/A5035007249,https://api.openalex.org/works?filter=author.id:A5035007249
Maria I. Grigos,644.0,15.0,39.0,US,https://openalex.org/A5013859294,https://api.openalex.org/works?filter=author.id:A5013859294
Justine Kao,581.0,10.0,30.0,FR,https://openalex.org/A5108531622,https://api.openalex.org/works?filter=author.id:A5108531622
Seth A. Marvel,884.0,7.0,9.0,US,https://openalex.org/A5085763758,https://api.openalex.org/works?filter=author.id:A5085763758
Jacob Li,100.0,4.0,8.0,US,https://openalex.org/A5028332454,https://api.openalex.org/works?filter=author.id:A5028332454
Michael J. Brzozowski,663.0,7.0,8.0,US,https://openalex.org/A5050455801,https://api.openalex.org/works?filter=author.id:A5050455801
Cyril Tata,330.0,4.0,7.0,DE,https://openalex.org/A5082449726,https://api.openalex.org/works?filter=author.id:A5082449726
John M. Henderson,366.0,3.0,6.0,US,https://openalex.org/A5109809638,https://api.openalex.org/works?filter=author.id:A5109809638
Arman Boehm,31.0,1.0,1.0,US,https://openalex.org/A5069905139,https://api.openalex.org/works?filter=author.id:A5069905139
Edward O. Wilson,73049.0,92.0,673.0,US,https://openalex.org/A5111386313,https://api.openalex.org/works?filter=author.id:A5111386313
Chao Chen,10346.0,50.0,562.0,CN,https://openalex.org/A5100408399,https://api.openalex.org/works?filter=author.id:A5100408399
Marc Galanter,16427.0,58.0,548.0,US,https://openalex.org/A5042048224,https://api.openalex.org/works?filter=author.id:A5042048224
Jürn W. P. Schmelzer,8663.0,49.0,329.0,DE,https://openalex.org/A5047421458,https://api.openalex.org/works?filter=author.id:A5047421458
David H. Gustafson,17133.0,67.0,314.0,US,https://openalex.org/A5075777334,https://api.openalex.org/works?filter=author.id:A5075777334
Patrizia Lombardi,3417.0,27.0,300.0,IT,https://openalex.org/A5050972850,https://api.openalex.org/works?filter=author.id:A5050972850
Stefano Marchetti,1529.0,20.0,211.0,IT,https://openalex.org/A5071195976,https://api.openalex.org/works?filter=author.id:A5071195976
Timon McPhearson,15609.0,61.0,209.0,US,https://openalex.org/A5051721566,https://api.openalex.org/works?filter=author.id:A5051721566
Suchi Saria,6216.0,37.0,152.0,US,https://openalex.org/A5055371276,https://api.openalex.org/works?filter=author.id:A5055371276
Fumihisa Shibata,532.0,13.0,126.0,JP,https://openalex.org/A5056107155,https://api.openalex.org/works?filter=author.id:A5056107155
Marc J. Ventresca,7277.0,34.0,115.0,GB,https://openalex.org/A5028174034,https://api.openalex.org/works?filter=author.id:A5028174034
Wendong Wei,4795.0,39.0,107.0,CN,https://openalex.org/A5014341263,https://api.openalex.org/works?filter=author.id:A5014341263
Esther Rozendaal,2701.0,25.0,90.0,NL,https://openalex.org/A5065727690,https://api.openalex.org/works?filter=author.id:A5065727690
Sergi Lozano,2357.0,22.0,88.0,ES,https://openalex.org/A5089505843,https://api.openalex.org/works?filter=author.id:A5089505843
Lioba Werth,2097.0,21.0,74.0,DE,https://openalex.org/A5008752474,https://api.openalex.org/works?filter=author.id:A5008752474
Kathleen M. McGraw,3971.0,31.0,53.0,US,https://openalex.org/A5029926998,https://api.openalex.org/works?filter=author.id:A5029926998
Bei Yan,190.0,7.0,40.0,US,https://openalex.org/A5042867745,https://api.openalex.org/works?filter=author.id:A5042867745
Khashayar Khosravi,1087.0,10.0,34.0,US,https://openalex.org/A5076954812,https://api.openalex.org/works?filter=author.id:A5076954812
Ming Jiang,699.0,13.0,32.0,GB,https://openalex.org/A5078900690,https://api.openalex.org/works?filter=author.id:A5078900690
Isis Hjorth,2746.0,11.0,26.0,GB,https://openalex.org/A5056371320,https://api.openalex.org/works?filter=author.id:A5056371320
Andy McEwen,710.0,8.0,19.0,GB,https://openalex.org/A5101434052,https://api.openalex.org/works?filter=author.id:A5101434052
Ben Kaiser,135.0,5.0,18.0,US,https://openalex.org/A5073886734,https://api.openalex.org/works?filter=author.id:A5073886734
Ravit Dotan,257.0,5.0,17.0,US,https://openalex.org/A5065366021,https://api.openalex.org/works?filter=author.id:A5065366021
Anna B. Mazzarella,379.0,7.0,13.0,NO,https://openalex.org/A5005642262,https://api.openalex.org/works?filter=author.id:A5005642262
Rion Snow,6290.0,10.0,11.0,US,https://openalex.org/A5027983493,https://api.openalex.org/works?filter=author.id:A5027983493
Eduardo Salas,77497.0,144.0,1345.0,US,https://openalex.org/A5083649982,https://api.openalex.org/works?filter=author.id:A5083649982
Michael Pignone,33078.0,88.0,549.0,US,https://openalex.org/A5083277542,https://api.openalex.org/works?filter=author.id:A5083277542
Yew-Soon Ong,24800.0,76.0,721.0,SG,https://openalex.org/A5068243197,https://api.openalex.org/works?filter=author.id:A5068243197
Zhou Xiang,3300.0,30.0,276.0,DE,https://openalex.org/A5100667243,https://api.openalex.org/works?filter=author.id:A5100667243
Yuan Yan Tang,13316.0,55.0,671.0,CN,https://openalex.org/A5085140523,https://api.openalex.org/works?filter=author.id:A5085140523
Hongyi Li,3385.0,30.0,265.0,CN,https://openalex.org/A5100413694,https://api.openalex.org/works?filter=author.id:A5100413694
Lars Mathiassen,9579.0,53.0,369.0,US,https://openalex.org/A5041554519,https://api.openalex.org/works?filter=author.id:A5041554519
Yaxing Wei,7366.0,37.0,185.0,CN,https://openalex.org/A5022921031,https://api.openalex.org/works?filter=author.id:A5022921031
Emma Brunskill,7409.0,40.0,265.0,US,https://openalex.org/A5084989076,https://api.openalex.org/works?filter=author.id:A5084989076
Shuly Wintner,2603.0,26.0,178.0,IL,https://openalex.org/A5032082399,https://api.openalex.org/works?filter=author.id:A5032082399
Jodi Schneider,1043.0,19.0,161.0,US,https://openalex.org/A5001716299,https://api.openalex.org/works?filter=author.id:A5001716299
Thilo Groß,7191.0,39.0,205.0,DE,https://openalex.org/A5076436751,https://api.openalex.org/works?filter=author.id:A5076436751
Mark Klein,5108.0,30.0,159.0,DE,https://openalex.org/A5102840892,https://api.openalex.org/works?filter=author.id:A5102840892
Mandeep K. Dhami,3691.0,34.0,187.0,GB,https://openalex.org/A5000637036,https://api.openalex.org/works?filter=author.id:A5000637036
Evangelos Markakis,3829.0,31.0,149.0,GR,https://openalex.org/A5050068584,https://api.openalex.org/works?filter=author.id:A5050068584
Shiri Chechik,1545.0,22.0,126.0,IL,https://openalex.org/A5066485203,https://api.openalex.org/works?filter=author.id:A5066485203
Hyejin Kim,573.0,13.0,171.0,KR,https://openalex.org/A5100381260,https://api.openalex.org/works?filter=author.id:A5100381260
Guobing Zou,864.0,15.0,123.0,CN,https://openalex.org/A5025230449,https://api.openalex.org/works?filter=author.id:A5025230449
Evan Heit,3773.0,31.0,129.0,GB,https://openalex.org/A5103080797,https://api.openalex.org/works?filter=author.id:A5103080797
On Amir,4834.0,20.0,117.0,US,https://openalex.org/A5008217287,https://api.openalex.org/works?filter=author.id:A5008217287
Aisling Kelliher,1699.0,19.0,103.0,US,https://openalex.org/A5019141418,https://api.openalex.org/works?filter=author.id:A5019141418
Hilde Voorveld,3139.0,27.0,89.0,NL,https://openalex.org/A5029940839,https://api.openalex.org/works?filter=author.id:A5029940839
Osmel Manzano,1153.0,11.0,100.0,US,https://openalex.org/A5036826868,https://api.openalex.org/works?filter=author.id:A5036826868
Tengyuan Liang,1548.0,20.0,78.0,US,https://openalex.org/A5113876441,https://api.openalex.org/works?filter=author.id:A5113876441
Elizabeth R. Schotter,2317.0,20.0,76.0,US,https://openalex.org/A5089116944,https://api.openalex.org/works?filter=author.id:A5089116944
Laura J. Sonter,3858.0,31.0,85.0,AU,https://openalex.org/A5014724247,https://api.openalex.org/works?filter=author.id:A5014724247
Hyunwoo Kim,415.0,10.0,46.0,KR,https://openalex.org/A5100330202,https://api.openalex.org/works?filter=author.id:A5100330202
Liang Chen,3183.0,21.0,83.0,CN,https://openalex.org/A5100334649,https://api.openalex.org/works?filter=author.id:A5100334649
Krystyna A. Golabek,1037.0,14.0,33.0,BW,https://openalex.org/A5058936161,https://api.openalex.org/works?filter=author.id:A5058936161
Himanshu Zade,303.0,8.0,17.0,US,https://openalex.org/A5057270156,https://api.openalex.org/works?filter=author.id:A5057270156
Stephanie L. Woerner,1583.0,20.0,54.0,US,https://openalex.org/A5037251749,https://api.openalex.org/works?filter=author.id:A5037251749
Peng Xu,169.0,8.0,17.0,CN,https://openalex.org/A5101929473,https://api.openalex.org/works?filter=author.id:A5101929473
Eamonn Maguire,3670.0,19.0,53.0,CH,https://openalex.org/A5075052652,https://api.openalex.org/works?filter=author.id:A5075052652
Ryan Hyon,183.0,6.0,14.0,US,https://openalex.org/A5000533982,https://api.openalex.org/works?filter=author.id:A5000533982
Diane Kuhn,282.0,8.0,39.0,US,https://openalex.org/A5044195667,https://api.openalex.org/works?filter=author.id:A5044195667
Andreas Kotsios,57.0,3.0,10.0,SE,https://openalex.org/A5042435184,https://api.openalex.org/works?filter=author.id:A5042435184
Yuanyuan Wu,40.0,3.0,7.0,SG,https://openalex.org/A5016520794,https://api.openalex.org/works?filter=author.id:A5016520794
Thomas Wolf,8872.0,13.0,27.0,,https://openalex.org/A5107899645,https://api.openalex.org/works?filter=author.id:A5107899645
Noel Heather,108.0,3.0,23.0,GB,https://openalex.org/A5014723829,https://api.openalex.org/works?filter=author.id:A5014723829
Timo Hartman,193.0,1.0,5.0,DE,https://openalex.org/A5056709899,https://api.openalex.org/works?filter=author.id:A5056709899
Myriam Juda,2845.0,12.0,20.0,CA,https://openalex.org/A5042913237,https://api.openalex.org/works?filter=author.id:A5042913237
Umesh Madan,26.0,2.0,5.0,US,https://openalex.org/A5113775256,https://api.openalex.org/works?filter=author.id:A5113775256
Pénélope Daignault,61.0,3.0,16.0,CA,https://openalex.org/A5045840006,https://api.openalex.org/works?filter=author.id:A5045840006
David Kuechler,71.0,2.0,3.0,US,https://openalex.org/A5087764197,https://api.openalex.org/works?filter=author.id:A5087764197
Raymond Leadbetter,119.0,5.0,13.0,AU,https://openalex.org/A5083179389,https://api.openalex.org/works?filter=author.id:A5083179389
Marci McCoy-Roth,46.0,1.0,1.0,US,https://openalex.org/A5008124281,https://api.openalex.org/works?filter=author.id:A5008124281
Ritik Dutta,214.0,7.0,10.0,IN,https://openalex.org/A5018708118,https://api.openalex.org/works?filter=author.id:A5018708118
Elizabeth Blevins,236.0,5.0,9.0,US,https://openalex.org/A5081870177,https://api.openalex.org/works?filter=author.id:A5081870177
Thoralf Gutierrez,69.0,2.0,2.0,,https://openalex.org/A5088693174,https://api.openalex.org/works?filter=author.id:A5088693174
D'Urso Victoria,20.0,1.0,1.0,,https://openalex.org/A5055405850,https://api.openalex.org/works?filter=author.id:A5055405850
David Zhang,88553.0,130.0,1708.0,GB,https://openalex.org/A5100325058,https://api.openalex.org/works?filter=author.id:A5100325058
Abhishek Gupta,4049.0,32.0,473.0,US,https://openalex.org/A5100727390,https://api.openalex.org/works?filter=author.id:A5100727390
P. Schiffer,20621.0,72.0,480.0,US,https://openalex.org/A5025059277,https://api.openalex.org/works?filter=author.id:A5025059277
Chris Dyer,40378.0,79.0,444.0,GB,https://openalex.org/A5111222692,https://api.openalex.org/works?filter=author.id:A5111222692
Kathleen Hall Jamieson,17676.0,60.0,447.0,US,https://openalex.org/A5060508167,https://api.openalex.org/works?filter=author.id:A5060508167
Richard S. Zemel,39432.0,71.0,341.0,US,https://openalex.org/A5000111344,https://api.openalex.org/works?filter=author.id:A5000111344
Samuel D. Gosling,54269.0,88.0,323.0,US,https://openalex.org/A5077287995,https://api.openalex.org/works?filter=author.id:A5077287995
John V. Guttag,16929.0,55.0,265.0,US,https://openalex.org/A5007282049,https://api.openalex.org/works?filter=author.id:A5007282049
Foster Provost,19200.0,58.0,250.0,US,https://openalex.org/A5037283651,https://api.openalex.org/works?filter=author.id:A5037283651
Dapeng Tao,5788.0,48.0,257.0,CN,https://openalex.org/A5067600725,https://api.openalex.org/works?filter=author.id:A5067600725
Ke Gu,9589.0,49.0,203.0,CN,https://openalex.org/A5044541383,https://api.openalex.org/works?filter=author.id:A5044541383
L. Torres,4906.0,35.0,238.0,MX,https://openalex.org/A5077777868,https://api.openalex.org/works?filter=author.id:A5077777868
Jessica J. Hellmann,11644.0,48.0,149.0,US,https://openalex.org/A5051745258,https://api.openalex.org/works?filter=author.id:A5051745258
Sven Seuken,1348.0,18.0,144.0,CH,https://openalex.org/A5045325634,https://api.openalex.org/works?filter=author.id:A5045325634
Nabil Alshurafa,2325.0,26.0,117.0,US,https://openalex.org/A5001385856,https://api.openalex.org/works?filter=author.id:A5001385856
Jana Sperschneider,3971.0,31.0,145.0,AU,https://openalex.org/A5054002112,https://api.openalex.org/works?filter=author.id:A5054002112
Eric Merkley,1533.0,17.0,81.0,CA,https://openalex.org/A5017746503,https://api.openalex.org/works?filter=author.id:A5017746503
Jef Ausloos,1121.0,21.0,112.0,NL,https://openalex.org/A5062732278,https://api.openalex.org/works?filter=author.id:A5062732278
Brian Tomlin,6198.0,26.0,68.0,US,https://openalex.org/A5034106354,https://api.openalex.org/works?filter=author.id:A5034106354
Vlad Niculae,3211.0,22.0,101.0,NL,https://openalex.org/A5064085103,https://api.openalex.org/works?filter=author.id:A5064085103
Jackson G. Lu,4394.0,28.0,97.0,US,https://openalex.org/A5110578651,https://api.openalex.org/works?filter=author.id:A5110578651
David M. Marx,2170.0,18.0,57.0,US,https://openalex.org/A5055177522,https://api.openalex.org/works?filter=author.id:A5055177522
Melissa Davies,234.0,8.0,49.0,US,https://openalex.org/A5070014573,https://api.openalex.org/works?filter=author.id:A5070014573
Matthew J. Denny,653.0,10.0,87.0,US,https://openalex.org/A5109348534,https://api.openalex.org/works?filter=author.id:A5109348534
Aaron Katz,657.0,13.0,47.0,US,https://openalex.org/A5025196041,https://api.openalex.org/works?filter=author.id:A5025196041
Hye Rin Lee,603.0,11.0,74.0,US,https://openalex.org/A5040748824,https://api.openalex.org/works?filter=author.id:A5040748824
Anon Plangprasopchok,350.0,9.0,47.0,TH,https://openalex.org/A5074458532,https://api.openalex.org/works?filter=author.id:A5074458532
Ting Qian,3107.0,22.0,61.0,CN,https://openalex.org/A5043567153,https://api.openalex.org/works?filter=author.id:A5043567153
Li Chu,395.0,9.0,41.0,HK,https://openalex.org/A5084994368,https://api.openalex.org/works?filter=author.id:A5084994368
Sonja M. Geiger,1790.0,22.0,49.0,AU,https://openalex.org/A5008203685,https://api.openalex.org/works?filter=author.id:A5008203685
Tomás Lejarraga,1048.0,16.0,39.0,ES,https://openalex.org/A5035113554,https://api.openalex.org/works?filter=author.id:A5035113554
Casey Quinn,1143.0,16.0,42.0,US,https://openalex.org/A5082716076,https://api.openalex.org/works?filter=author.id:A5082716076
Bongshin Lee,1642.0,16.0,37.0,KR,https://openalex.org/A5108131775,https://api.openalex.org/works?filter=author.id:A5108131775
Christian Schneider,2404.0,13.0,34.0,US,https://openalex.org/A5110311576,https://api.openalex.org/works?filter=author.id:A5110311576
Stephan C. Meylan,431.0,10.0,35.0,US,https://openalex.org/A5085643937,https://api.openalex.org/works?filter=author.id:A5085643937
Md. Manjur Ahmed,448.0,10.0,28.0,BD,https://openalex.org/A5078266193,https://api.openalex.org/works?filter=author.id:A5078266193
Woo‐Sik Son,379.0,10.0,34.0,KR,https://openalex.org/A5085619718,https://api.openalex.org/works?filter=author.id:A5085619718
Edward Carberry,539.0,11.0,27.0,US,https://openalex.org/A5040862915,https://api.openalex.org/works?filter=author.id:A5040862915
Hao Chen,328.0,7.0,33.0,CN,https://openalex.org/A5102027891,https://api.openalex.org/works?filter=author.id:A5102027891
Julie Tibshirani,2423.0,11.0,27.0,US,https://openalex.org/A5079191082,https://api.openalex.org/works?filter=author.id:A5079191082
Nitin K. Singh,476.0,13.0,30.0,CA,https://openalex.org/A5060298310,https://api.openalex.org/works?filter=author.id:A5060298310
Haoxian Zhang,475.0,11.0,25.0,CN,https://openalex.org/A5066359113,https://api.openalex.org/works?filter=author.id:A5066359113
Yurui Ren,1523.0,12.0,25.0,CN,https://openalex.org/A5101891152,https://api.openalex.org/works?filter=author.id:A5101891152
J. Parker Goyer,921.0,13.0,19.0,US,https://openalex.org/A5045603917,https://api.openalex.org/works?filter=author.id:A5045603917
Lindsey J. Tulipani,225.0,7.0,8.0,US,https://openalex.org/A5046685984,https://api.openalex.org/works?filter=author.id:A5046685984
Surabhi Gupta,157.0,7.0,19.0,IN,https://openalex.org/A5101656310,https://api.openalex.org/works?filter=author.id:A5101656310
Emily P. Ahn,121.0,2.0,7.0,US,https://openalex.org/A5090594863,https://api.openalex.org/works?filter=author.id:A5090594863
Sebastián Lehuedé,135.0,6.0,11.0,GB,https://openalex.org/A5060152403,https://api.openalex.org/works?filter=author.id:A5060152403
Annika Breu,25.0,1.0,2.0,DE,https://openalex.org/A5011522461,https://api.openalex.org/works?filter=author.id:A5011522461
Yvonne Ballester,14.0,2.0,4.0,US,https://openalex.org/A5038827978,https://api.openalex.org/works?filter=author.id:A5038827978
John F. Dovidio,62565.0,121.0,667.0,US,https://openalex.org/A5057904875,https://api.openalex.org/works?filter=author.id:A5057904875
Justin De Benedictis-Kessner,661.0,10.0,456.0,US,https://openalex.org/A5059083364,https://api.openalex.org/works?filter=author.id:A5059083364
D. J. Frantzeskakis,11691.0,56.0,439.0,GR,https://openalex.org/A5041797013,https://api.openalex.org/works?filter=author.id:A5041797013
P. L. Krapivsky,12845.0,56.0,424.0,US,https://openalex.org/A5032602392,https://api.openalex.org/works?filter=author.id:A5032602392
Steven H. Strogatz,101671.0,83.0,310.0,US,https://openalex.org/A5029418921,https://api.openalex.org/works?filter=author.id:A5029418921
Jianzhu Ma,4766.0,31.0,174.0,CN,https://openalex.org/A5074269040,https://api.openalex.org/works?filter=author.id:A5074269040
Niels Brügger,1069.0,19.0,107.0,US,https://openalex.org/A5033734187,https://api.openalex.org/works?filter=author.id:A5033734187
Rishabh Mehrotra,1731.0,16.0,78.0,IN,https://openalex.org/A5018503243,https://api.openalex.org/works?filter=author.id:A5018503243
Nick Parlante,244.0,8.0,71.0,US,https://openalex.org/A5000684063,https://api.openalex.org/works?filter=author.id:A5000684063
Alexander Nilsson,509.0,10.0,68.0,SE,https://openalex.org/A5074535221,https://api.openalex.org/works?filter=author.id:A5074535221
Sarina Mansor,293.0,10.0,65.0,MY,https://openalex.org/A5066663861,https://api.openalex.org/works?filter=author.id:A5066663861
Michael F. Armey,1155.0,17.0,59.0,US,https://openalex.org/A5028651556,https://api.openalex.org/works?filter=author.id:A5028651556
Jennifer M. Zosh,2102.0,19.0,56.0,US,https://openalex.org/A5003785096,https://api.openalex.org/works?filter=author.id:A5003785096
Kim Bullock,1396.0,18.0,55.0,US,https://openalex.org/A5028864050,https://api.openalex.org/works?filter=author.id:A5028864050
Veroni Eichelsheim,2380.0,17.0,53.0,NL,https://openalex.org/A5055879259,https://api.openalex.org/works?filter=author.id:A5055879259
Zhixia Chen,847.0,11.0,52.0,CN,https://openalex.org/A5103098572,https://api.openalex.org/works?filter=author.id:A5103098572
Christoph Brunner,1106.0,13.0,51.0,AT,https://openalex.org/A5108220296,https://api.openalex.org/works?filter=author.id:A5108220296
Elisabeth Timmermans,1000.0,15.0,45.0,NL,https://openalex.org/A5082872358,https://api.openalex.org/works?filter=author.id:A5082872358
Sarath Sanga,283.0,9.0,40.0,US,https://openalex.org/A5048982944,https://api.openalex.org/works?filter=author.id:A5048982944
Eric Shuman,447.0,11.0,34.0,US,https://openalex.org/A5069704439,https://api.openalex.org/works?filter=author.id:A5069704439
Miki Takahasi,598.0,13.0,32.0,JP,https://openalex.org/A5030977322,https://api.openalex.org/works?filter=author.id:A5030977322
Anshuman Chhabra,553.0,13.0,30.0,US,https://openalex.org/A5064065735,https://api.openalex.org/works?filter=author.id:A5064065735
Brittany Andersen,106.0,6.0,8.0,US,https://openalex.org/A5014828411,https://api.openalex.org/works?filter=author.id:A5014828411
Davide Orsenigo,32.0,2.0,5.0,IT,https://openalex.org/A5078830616,https://api.openalex.org/works?filter=author.id:A5078830616
Sijie Yang,22.0,2.0,3.0,CN,https://openalex.org/A5102494290,https://api.openalex.org/works?filter=author.id:A5102494290
Christopher M. Reid,27083.0,73.0,1434.0,AU,https://openalex.org/A5058800016,https://api.openalex.org/works?filter=author.id:A5058800016
Hongyuan Zha,24309.0,79.0,560.0,CN,https://openalex.org/A5046703129,https://api.openalex.org/works?filter=author.id:A5046703129
Karen Bandeen‐Roche,29943.0,89.0,470.0,US,https://openalex.org/A5039104588,https://api.openalex.org/works?filter=author.id:A5039104588
Xu Wang,7725.0,44.0,464.0,CN,https://openalex.org/A5071800484,https://api.openalex.org/works?filter=author.id:A5071800484
Elaine Shi,22982.0,71.0,323.0,US,https://openalex.org/A5089202539,https://api.openalex.org/works?filter=author.id:A5089202539
Jordi Catalán,10191.0,55.0,234.0,ES,https://openalex.org/A5084872450,https://api.openalex.org/works?filter=author.id:A5084872450
Patricia A. Reuter‐Lorenz,23806.0,68.0,230.0,US,https://openalex.org/A5069572757,https://api.openalex.org/works?filter=author.id:A5069572757
Yu Liu,1975.0,22.0,172.0,CN,https://openalex.org/A5004545610,https://api.openalex.org/works?filter=author.id:A5004545610
Jinfeng Yi,7159.0,39.0,147.0,CN,https://openalex.org/A5030837133,https://api.openalex.org/works?filter=author.id:A5030837133
Kenji Maekawa,1271.0,19.0,144.0,JP,https://openalex.org/A5087950314,https://api.openalex.org/works?filter=author.id:A5087950314
Nobuhiro Uno,726.0,14.0,123.0,JP,https://openalex.org/A5001004910,https://api.openalex.org/works?filter=author.id:A5001004910
Haifeng Liang,1050.0,18.0,110.0,CN,https://openalex.org/A5084817144,https://api.openalex.org/works?filter=author.id:A5084817144
Jeremy Koster,1932.0,25.0,100.0,DE,https://openalex.org/A5090315460,https://api.openalex.org/works?filter=author.id:A5090315460
Jason Schweinsberg,1969.0,21.0,85.0,US,https://openalex.org/A5012221470,https://api.openalex.org/works?filter=author.id:A5012221470
Chiara Leonardi,652.0,13.0,69.0,IT,https://openalex.org/A5001826570,https://api.openalex.org/works?filter=author.id:A5001826570
Thomas Staubitz,771.0,12.0,66.0,DE,https://openalex.org/A5051059475,https://api.openalex.org/works?filter=author.id:A5051059475
Heather Barry Kappes,10639.0,20.0,66.0,GB,https://openalex.org/A5068709657,https://api.openalex.org/works?filter=author.id:A5068709657
Ori Weisel,1253.0,16.0,49.0,IL,https://openalex.org/A5048207460,https://api.openalex.org/works?filter=author.id:A5048207460
Chenhong Cao,182.0,8.0,46.0,CN,https://openalex.org/A5074292957,https://api.openalex.org/works?filter=author.id:A5074292957
Natalia Linos,4585.0,12.0,25.0,US,https://openalex.org/A5077507479,https://api.openalex.org/works?filter=author.id:A5077507479
Dayeol Lee,572.0,8.0,18.0,US,https://openalex.org/A5075689567,https://api.openalex.org/works?filter=author.id:A5075689567
Harrison McKnight,371.0,6.0,10.0,US,https://openalex.org/A5006737705,https://api.openalex.org/works?filter=author.id:A5006737705
Claudia Bavero,38.0,2.0,4.0,DE,https://openalex.org/A5074073110,https://api.openalex.org/works?filter=author.id:A5074073110
Philip Dean,61.0,2.0,4.0,FI,https://openalex.org/A5102960424,https://api.openalex.org/works?filter=author.id:A5102960424
Naomi Drucker,16.0,1.0,1.0,US,https://openalex.org/A5024283732,https://api.openalex.org/works?filter=author.id:A5024283732
Mark Stafford‐Smith,34220.0,78.0,685.0,US,https://openalex.org/A5022328965,https://api.openalex.org/works?filter=author.id:A5022328965
Drew Fudenberg,35579.0,79.0,436.0,US,https://openalex.org/A5064485567,https://api.openalex.org/works?filter=author.id:A5064485567
Xiaojuan Ma,3874.0,30.0,265.0,HK,https://openalex.org/A5026376235,https://api.openalex.org/works?filter=author.id:A5026376235
Zaiwu Gong,3718.0,34.0,237.0,CN,https://openalex.org/A5052585993,https://api.openalex.org/works?filter=author.id:A5052585993
Steven A. Sloman,18485.0,54.0,209.0,US,https://openalex.org/A5088891017,https://api.openalex.org/works?filter=author.id:A5088891017
Marco Ragni,1262.0,20.0,187.0,DE,https://openalex.org/A5050738347,https://api.openalex.org/works?filter=author.id:A5050738347
Tobias Gummer,996.0,17.0,87.0,DE,https://openalex.org/A5078523938,https://api.openalex.org/works?filter=author.id:A5078523938
Ioannis Arapakis,1982.0,18.0,82.0,ES,https://openalex.org/A5015760420,https://api.openalex.org/works?filter=author.id:A5015760420
Hristo Tanev,1353.0,18.0,81.0,BE,https://openalex.org/A5014266613,https://api.openalex.org/works?filter=author.id:A5014266613
Jialin Wang,605.0,12.0,66.0,CN,https://openalex.org/A5100430890,https://api.openalex.org/works?filter=author.id:A5100430890
Varun Mishra,707.0,16.0,59.0,US,https://openalex.org/A5036254245,https://api.openalex.org/works?filter=author.id:A5036254245
Ceyhun Burak Akgül,929.0,14.0,50.0,TR,https://openalex.org/A5003296820,https://api.openalex.org/works?filter=author.id:A5003296820
Lisbeth Nielsen,1627.0,11.0,29.0,US,https://openalex.org/A5112036996,https://api.openalex.org/works?filter=author.id:A5112036996
Katja A. Waldron,182.0,8.0,19.0,US,https://openalex.org/A5032981030,https://api.openalex.org/works?filter=author.id:A5032981030
Sara E. Fleszar‐Pavlović,103.0,6.0,18.0,US,https://openalex.org/A5070510722,https://api.openalex.org/works?filter=author.id:A5070510722
Kishore Vasan,187.0,6.0,15.0,US,https://openalex.org/A5074777044,https://api.openalex.org/works?filter=author.id:A5074777044
Wu Youyou,1384.0,8.0,14.0,GB,https://openalex.org/A5039534270,https://api.openalex.org/works?filter=author.id:A5039534270
Galen Pickard,676.0,7.0,13.0,US,https://openalex.org/A5067087157,https://api.openalex.org/works?filter=author.id:A5067087157
Ada Ng,124.0,7.0,12.0,US,https://openalex.org/A5038049072,https://api.openalex.org/works?filter=author.id:A5038049072
Irina Spiridonova,40.0,3.0,7.0,US,https://openalex.org/A5015963813,https://api.openalex.org/works?filter=author.id:A5015963813
Rachelle Schneider,106.0,2.0,6.0,US,https://openalex.org/A5079285128,https://api.openalex.org/works?filter=author.id:A5079285128
Dennis P. DeBeck,14.0,2.0,4.0,US,https://openalex.org/A5006895620,https://api.openalex.org/works?filter=author.id:A5006895620
Jordyn Scism,23.0,2.0,4.0,US,https://openalex.org/A5072916668,https://api.openalex.org/works?filter=author.id:A5072916668
Tynan Smith,23.0,2.0,4.0,US,https://openalex.org/A5091384390,https://api.openalex.org/works?filter=author.id:A5091384390
Yannick Catouba,32.0,1.0,1.0,US,https://openalex.org/A5075286093,https://api.openalex.org/works?filter=author.id:A5075286093
Franco Zambonelli,13249.0,55.0,515.0,IT,https://openalex.org/A5064709762,https://api.openalex.org/works?filter=author.id:A5064709762
Robert A. Hiatt,20839.0,72.0,333.0,US,https://openalex.org/A5019467370,https://api.openalex.org/works?filter=author.id:A5019467370
